date,age_group,total_hospitalised,total_icu
2022-01-14,30 to 39,138,12
2022-01-14,40 to 49,128,8
2022-01-14,50 to 59,148,20
2022-01-14,60 to 69,72,12
2022-01-14,70 to 79,44,4
2022-01-14,80 to 89,21,2
2022-01-14,90+,9,0
2022-01-14,Total,741,63
2022-01-15,0 to 9,45,0
2022-01-15,10 to 19,23,1
2022-01-15,20 to 29,112,4
2022-01-15,30 to 39,138,12
2022-01-15,40 to 49,129,8
2022-01-15,50 to 59,148,20
2022-01-15,60 to 69,72,12
2022-01-15,70 to 79,44,4
2022-01-15,80 to 89,21,2
2022-01-15,90+,9,0
2022-01-15,Total,741,63
2022-01-16,0 to 9,45,0
2022-01-16,10 to 19,23,1
2022-01-16,20 to 29,112,4
2022-01-16,30 to 39,138,12
2022-01-16,40 to 49,129,8
2022-01-16,50 to 59,149,20
2022-01-16,60 to 69,72,12
2022-01-16,70 to 79,44,4
2022-01-16,80 to 89,21,2
2022-01-16,90+,9,0
2022-01-16,Total,742,63
2022-01-17,0 to 9,45,0
2022-01-17,10 to 19,23,1
2022-01-17,20 to 29,113,4
2022-01-17,30 to 39,139,12
2022-01-17,40 to 49,129,8
2022-01-17,50 to 59,149,20
2022-01-17,60 to 69,74,12
2022-01-17,70 to 79,44,4
2022-01-17,80 to 89,21,2
2022-01-17,90+,9,0
2022-01-17,Total,746,63
2022-01-18,0 to 9,45,0
2022-01-18,10 to 19,23,1
2022-01-18,20 to 29,113,4
2022-01-18,30 to 39,140,12
2022-01-18,40 to 49,129,8
2022-01-18,50 to 59,149,20
2022-01-18,60 to 69,74,12
2022-01-18,70 to 79,44,4
2022-01-18,80 to 89,21,2
2022-01-18,90+,10,0
2022-01-18,Total,748,63
2022-01-19,0 to 9,45,0
2022-01-19,10 to 19,23,1
2022-01-19,20 to 29,113,4
2022-01-19,30 to 39,141,12
2022-01-19,40 to 49,130,9
2022-01-19,50 to 59,149,21
2022-01-19,60 to 69,76,13
2022-01-19,70 to 79,44,4
2022-01-19,80 to 89,22,2
2022-01-19,90+,10,0
2022-01-19,Total,753,66
2022-01-20,0 to 9,45,0
2022-01-20,10 to 19,23,1
2022-01-20,20 to 29,113,4
2022-01-20,30 to 39,141,12
2022-01-20,40 to 49,130,9
2022-01-20,50 to 59,149,21
2022-01-20,60 to 69,76,13
2022-01-20,70 to 79,44,4
2022-01-20,80 to 89,22,2
2022-01-20,90+,10,0
2022-01-20,Total,753,66
2022-01-21,0 to 9,45,0
2022-01-21,10 to 19,23,1
2022-01-21,20 to 29,113,4
2022-01-21,30 to 39,142,12
2022-01-21,40 to 49,130,9
2022-01-21,50 to 59,149,21
2022-01-21,60 to 69,76,13
2022-01-21,70 to 79,45,4
2022-01-21,80 to 89,22,2
2022-01-21,90+,10,0
2022-01-21,Total,755,66
2022-01-22,0 to 9,45,0
2022-01-22,10 to 19,23,1
2022-01-22,20 to 29,113,4
2022-01-22,30 to 39,142,12
2022-01-22,40 to 49,130,9
2022-01-22,50 to 59,149,21
2022-01-22,60 to 69,76,13
2022-01-22,70 to 79,45,4
2022-01-22,80 to 89,22,2
2022-01-22,90+,10,0
2022-01-22,Total,755,66
2022-01-23,0 to 9,45,0
2022-01-23,10 to 19,23,1
2022-01-23,20 to 29,113,4
2022-01-23,30 to 39,142,12
2022-01-23,40 to 49,130,9
2022-01-23,50 to 59,149,21
2022-01-23,60 to 69,76,13
2022-01-23,70 to 79,45,4
2022-01-23,80 to 89,22,2
2022-01-23,90+,10,0
2022-01-23,Total,755,66
2022-01-24,0 to 9,45,0
2022-01-24,10 to 19,23,1
2022-01-24,20 to 29,115,4
2022-01-24,30 to 39,142,12
2022-01-24,40 to 49,130,9
2022-01-24,50 to 59,149,21
2022-01-24,60 to 69,77,13
2022-01-24,70 to 79,45,4
2022-01-24,80 to 89,22,2
2022-01-24,90+,10,0
2022-01-24,Total,758,66
2022-01-25,0 to 9,46,0
2022-01-25,10 to 19,23,1
2022-01-25,20 to 29,116,4
2022-01-25,30 to 39,142,12
2022-01-25,40 to 49,130,9
2022-01-25,50 to 59,149,21
2022-01-25,60 to 69,77,13
2022-01-25,70 to 79,45,4
2022-01-25,80 to 89,22,2
2022-01-25,90+,10,0
2022-01-25,Total,760,66
2022-01-26,0 to 9,46,0
2022-01-26,10 to 19,23,1
2022-01-26,20 to 29,116,4
2022-01-26,30 to 39,142,12
2022-01-26,40 to 49,130,9
2022-01-26,50 to 59,149,21
2022-01-26,60 to 69,77,13
2022-01-26,70 to 79,45,4
2022-01-26,80 to 89,22,2
2022-01-26,90+,10,0
2022-01-26,Total,760,66
2022-01-27,0 to 9,45,0
2022-01-27,10 to 19,23,1
2022-01-27,20 to 29,116,4
2022-01-27,30 to 39,142,12
2022-01-27,40 to 49,130,9
2022-01-27,50 to 59,149,21
2022-01-27,60 to 69,77,13
2022-01-27,70 to 79,45,4
2022-01-27,80 to 89,22,2
2022-01-27,90+,10,0
2022-01-27,Total,759,66
2022-01-28,0 to 9,45,0
2022-01-28,10 to 19,23,1
2022-01-28,20 to 29,116,4
2022-01-28,30 to 39,143,12
2022-01-28,40 to 49,130,9
2022-01-28,50 to 59,150,21
2022-01-28,60 to 69,77,13
2022-01-28,70 to 79,45,4
2022-01-28,80 to 89,22,2
2022-01-28,90+,10,0
2022-01-28,Total,761,66
2022-01-29,0 to 9,45,0
2022-01-29,10 to 19,23,1
2022-01-29,20 to 29,116,4
2022-01-29,30 to 39,143,12
2022-01-29,40 to 49,130,9
2022-01-29,50 to 59,150,21
2022-01-29,60 to 69,77,13
2022-01-29,70 to 79,45,4
2022-01-29,80 to 89,22,2
2022-01-29,90+,10,0
2022-01-29,Total,761,66
2022-01-30,0 to 9,45,0
2022-01-30,10 to 19,23,1
2022-01-30,20 to 29,116,4
2022-01-30,30 to 39,143,12
2022-01-30,40 to 49,130,9
2022-01-30,50 to 59,150,21
2022-01-30,60 to 69,77,13
2022-01-30,70 to 79,46,4
2022-01-30,80 to 89,22,2
2022-01-30,90+,10,0
2022-01-30,Total,762,66
2022-01-31,0 to 9,46,0
2022-01-31,10 to 19,23,1
2022-01-31,20 to 29,116,4
2022-01-31,30 to 39,144,12
2022-01-31,40 to 49,130,9
2022-01-31,50 to 59,150,21
2022-01-31,60 to 69,77,13
2022-01-31,70 to 79,46,4
2022-01-31,80 to 89,22,2
2022-01-31,90+,10,0
2022-01-31,Total,764,66
2022-02-01,0 to 9,46,0
2022-02-01,10 to 19,23,1
2022-02-01,20 to 29,116,4
2022-02-01,30 to 39,144,12
2022-02-01,40 to 49,130,9
2022-02-01,50 to 59,150,21
2022-02-01,60 to 69,77,13
2022-02-01,70 to 79,46,4
2022-02-01,80 to 89,22,2
2022-02-01,90+,10,0
2022-02-01,Total,764,66
2022-02-02,0 to 9,46,0
2022-02-02,10 to 19,23,1
2022-02-02,20 to 29,117,4
2022-02-02,30 to 39,144,12
2022-02-02,40 to 49,131,9
2022-02-02,50 to 59,151,21
2022-02-02,60 to 69,77,13
2022-02-02,70 to 79,46,4
2022-02-02,80 to 89,22,2
2022-02-02,90+,10,0
2022-02-02,Total,767,66
2022-02-03,0 to 9,46,0
2022-02-03,10 to 19,24,1
2022-02-03,20 to 29,117,4
2022-02-03,30 to 39,144,12
2022-02-03,40 to 49,131,9
2022-02-03,50 to 59,151,21
2022-02-03,60 to 69,77,13
2022-02-03,70 to 79,46,4
2022-02-03,80 to 89,22,2
2022-02-03,90+,10,0
2022-02-03,Total,768,66
2022-02-04,0 to 9,47,0
2022-02-04,10 to 19,25,1
2022-02-04,20 to 29,117,4
2022-02-04,30 to 39,144,12
2022-02-04,40 to 49,132,9
2022-02-04,50 to 59,151,21
2022-02-04,60 to 69,77,13
2022-02-04,70 to 79,46,4
2022-02-04,80 to 89,22,2
2022-02-04,90+,10,0
2022-02-04,Total,771,66
2022-02-05,0 to 9,48,0
2022-02-05,10 to 19,25,1
2022-02-05,20 to 29,117,4
2022-02-05,30 to 39,144,12
2022-02-05,40 to 49,133,10
2022-02-05,50 to 59,152,21
2022-02-05,60 to 69,77,13
2022-02-05,70 to 79,46,4
2022-02-05,80 to 89,22,2
2022-02-05,90+,10,0
2022-02-05,Total,774,67
2022-02-06,0 to 9,48,0
2022-02-06,10 to 19,25,1
2022-02-06,20 to 29,117,4
2022-02-06,30 to 39,145,12
2022-02-06,40 to 49,134,11
2022-02-06,50 to 59,152,21
2022-02-06,60 to 69,77,13
2022-02-06,70 to 79,46,4
2022-02-06,80 to 89,22,2
2022-02-06,90+,10,0
2022-02-06,Total,776,68
2022-02-07,0 to 9,48,0
2022-02-07,10 to 19,25,1
2022-02-07,20 to 29,117,4
2022-02-07,30 to 39,145,12
2022-02-07,40 to 49,134,11
2022-02-07,50 to 59,152,21
2022-02-07,60 to 69,77,13
2022-02-07,70 to 79,47,4
2022-02-07,80 to 89,22,2
2022-02-07,90+,10,0
2022-02-07,Total,777,68
2022-02-08,0 to 9,48,0
2022-02-08,10 to 19,25,1
2022-02-08,20 to 29,117,4
2022-02-08,30 to 39,146,12
2022-02-08,40 to 49,135,11
2022-02-08,50 to 59,152,21
2022-02-08,60 to 69,77,13
2022-02-08,70 to 79,47,4
2022-02-08,80 to 89,22,2
2022-02-08,90+,10,0
2022-02-08,Total,779,68
2022-02-09,0 to 9,48,0
2022-02-09,10 to 19,25,1
2022-02-09,20 to 29,119,4
2022-02-09,30 to 39,146,12
2022-02-09,40 to 49,136,11
2022-02-09,50 to 59,153,21
2022-02-09,60 to 69,77,13
2022-02-09,70 to 79,47,4
2022-02-09,80 to 89,22,2
2022-02-09,90+,10,0
2022-02-09,Total,783,68
2022-02-10,0 to 9,50,0
2022-02-10,10 to 19,26,1
2022-02-10,20 to 29,119,4
2022-02-10,30 to 39,147,12
2022-02-10,40 to 49,136,11
2022-02-10,50 to 59,153,21
2022-02-10,60 to 69,78,13
2022-02-10,70 to 79,47,4
2022-02-10,80 to 89,22,2
2022-02-10,90+,10,0
2022-02-10,Total,788,68
2022-02-11,0 to 9,50,0
2022-02-11,10 to 19,28,1
2022-02-11,20 to 29,119,4
2022-02-11,30 to 39,147,12
2022-02-11,40 to 49,137,11
2022-02-11,50 to 59,153,21
2022-02-11,60 to 69,78,13
2022-02-11,70 to 79,47,4
2022-02-11,80 to 89,23,2
2022-02-11,90+,10,0
2022-02-11,Total,792,68
2022-02-13,0 to 9,52,0
2022-02-13,10 to 19,30,1
2022-02-13,20 to 29,120,4
2022-02-13,30 to 39,149,12
2022-02-13,40 to 49,137,11
2022-02-13,50 to 59,155,21
2022-02-13,60 to 69,78,13
2022-02-13,70 to 79,48,4
2022-02-13,80 to 89,24,2
2022-02-13,90+,11,0
2022-02-13,Total,804,68
2022-02-14,0 to 9,52,0
2022-02-14,10 to 19,30,1
2022-02-14,20 to 29,120,4
2022-02-14,30 to 39,150,12
2022-02-14,40 to 49,138,11
2022-02-14,50 to 59,155,21
2022-02-14,60 to 69,78,13
2022-02-14,70 to 79,49,4
2022-02-14,80 to 89,24,2
2022-02-14,90+,11,0
2022-02-14,Total,807,68
2022-02-15,0 to 9,53,0
2022-02-15,10 to 19,31,1
2022-02-15,20 to 29,120,4
2022-02-15,30 to 39,150,12
2022-02-15,40 to 49,139,11
2022-02-15,50 to 59,155,21
2022-02-15,60 to 69,78,13
2022-02-15,70 to 79,49,4
2022-02-15,80 to 89,24,2
2022-02-15,90+,12,0
2022-02-15,Total,811,68
2022-02-16,0 to 9,53,0
2022-02-16,10 to 19,31,1
2022-02-16,20 to 29,120,4
2022-02-16,30 to 39,151,12
2022-02-16,40 to 49,140,11
2022-02-16,50 to 59,155,21
2022-02-16,60 to 69,78,13
2022-02-16,70 to 79,49,4
2022-02-16,80 to 89,25,2
2022-02-16,90+,13,0
2022-02-16,Total,815,68
2022-02-17,0 to 9,55,0
2022-02-17,10 to 19,31,1
2022-02-17,20 to 29,121,4
2022-02-17,30 to 39,152,12
2022-02-17,40 to 49,143,11
2022-02-17,50 to 59,156,21
2022-02-17,60 to 69,78,13
2022-02-17,70 to 79,51,4
2022-02-17,80 to 89,26,2
2022-02-17,90+,13,0
2022-02-17,Total,826,68
2022-02-18,0 to 9,55,0
2022-02-18,10 to 19,31,1
2022-02-18,20 to 29,121,4
2022-02-18,30 to 39,152,12
2022-02-18,40 to 49,143,11
2022-02-18,50 to 59,156,21
2022-02-18,60 to 69,78,13
2022-02-18,70 to 79,51,4
2022-02-18,80 to 89,26,2
2022-02-18,90+,13,0
2022-02-18,Total,826,68
2022-02-19,0 to 9,58,0
2022-02-19,10 to 19,34,1
2022-02-19,20 to 29,121,4
2022-02-19,30 to 39,154,12
2022-02-19,40 to 49,143,12
2022-02-19,50 to 59,158,21
2022-02-19,60 to 69,78,13
2022-02-19,70 to 79,51,4
2022-02-19,80 to 89,26,2
2022-02-19,90+,13,0
2022-02-19,Total,836,69
2022-02-20,0 to 9,58,0
2022-02-20,10 to 19,34,1
2022-02-20,20 to 29,125,4
2022-02-20,30 to 39,155,12
2022-02-20,40 to 49,143,12
2022-02-20,50 to 59,158,21
2022-02-20,60 to 69,78,13
2022-02-20,70 to 79,51,4
2022-02-20,80 to 89,26,2
2022-02-20,90+,13,0
2022-02-20,Total,841,69
2022-02-21,0 to 9,59,0
2022-02-21,10 to 19,36,1
2022-02-21,20 to 29,129,4
2022-02-21,30 to 39,160,12
2022-02-21,40 to 49,145,12
2022-02-21,50 to 59,158,21
2022-02-21,60 to 69,81,13
2022-02-21,70 to 79,51,4
2022-02-21,80 to 89,26,2
2022-02-21,90+,13,0
2022-02-21,Total,858,69
2022-02-22,0 to 9,69,0
2022-02-22,10 to 19,52,1
2022-02-22,20 to 29,172,4
2022-02-22,30 to 39,198,12
2022-02-22,40 to 49,169,12
2022-02-22,50 to 59,191,21
2022-02-22,60 to 69,102,13
2022-02-22,70 to 79,75,4
2022-02-22,80 to 89,46,2
2022-02-22,90+,24,0
2022-02-22,Total,1098,69
2022-02-23,0 to 9,78,0
2022-02-23,10 to 19,56,1
2022-02-23,20 to 29,179,4
2022-02-23,30 to 39,209,12
2022-02-23,40 to 49,174,12
2022-02-23,50 to 59,195,21
2022-02-23,60 to 69,107,13
2022-02-23,70 to 79,78,4
2022-02-23,80 to 89,49,2
2022-02-23,90+,27,0
2022-02-23,Total,1152,69
2022-02-24,0 to 9,82,0
2022-02-24,10 to 19,60,1
2022-02-24,20 to 29,191,4
2022-02-24,30 to 39,219,12
2022-02-24,40 to 49,178,12
2022-02-24,50 to 59,212,21
2022-02-24,60 to 69,111,13
2022-02-24,70 to 79,84,4
2022-02-24,80 to 89,52,2
2022-02-24,90+,28,0
2022-02-24,Total,1217,69
2022-02-25,0 to 9,83,0
2022-02-25,10 to 19,63,1
2022-02-25,20 to 29,196,4
2022-02-25,30 to 39,227,12
2022-02-25,40 to 49,182,12
2022-02-25,50 to 59,215,21
2022-02-25,60 to 69,116,13
2022-02-25,70 to 79,87,4
2022-02-25,80 to 89,52,2
2022-02-25,90+,27,0
2022-02-25,Total,1248,69
2022-02-26,0 to 9,85,0
2022-02-26,10 to 19,66,1
2022-02-26,20 to 29,199,4
2022-02-26,30 to 39,236,12
2022-02-26,40 to 49,190,12
2022-02-26,50 to 59,216,21
2022-02-26,60 to 69,124,13
2022-02-26,70 to 79,97,4
2022-02-26,80 to 89,60,2
2022-02-26,90+,29,0
2022-02-26,Total,1302,69
2022-02-27,0 to 9,89,0
2022-02-27,10 to 19,67,1
2022-02-27,20 to 29,210,4
2022-02-27,30 to 39,246,12
2022-02-27,40 to 49,200,13
2022-02-27,50 to 59,222,21
2022-02-27,60 to 69,128,13
2022-02-27,70 to 79,104,4
2022-02-27,80 to 89,67,2
2022-02-27,90+,31,0
2022-02-27,Total,1364,70
2022-02-28,0 to 9,91,0
2022-02-28,10 to 19,71,1
2022-02-28,20 to 29,219,4
2022-02-28,30 to 39,256,12
2022-02-28,40 to 49,201,13
2022-02-28,50 to 59,229,21
2022-02-28,60 to 69,137,13
2022-02-28,70 to 79,111,4
2022-02-28,80 to 89,72,2
2022-02-28,90+,31,0
2022-02-28,Total,1418,70
2022-03-01,0 to 9,93,0
2022-03-01,10 to 19,72,1
2022-03-01,20 to 29,231,4
2022-03-01,30 to 39,270,12
2022-03-01,40 to 49,206,13
2022-03-01,50 to 59,235,21
2022-03-01,60 to 69,140,13
2022-03-01,70 to 79,115,4
2022-03-01,80 to 89,73,2
2022-03-01,90+,31,0
2022-03-01,Total,1466,70
2022-03-02,0 to 9,104,0
2022-03-02,10 to 19,85,1
2022-03-02,20 to 29,248,4
2022-03-02,30 to 39,285,12
2022-03-02,40 to 49,217,13
2022-03-02,50 to 59,241,21
2022-03-02,60 to 69,153,13
2022-03-02,70 to 79,126,4
2022-03-02,80 to 89,79,2
2022-03-02,90+,34,0
2022-03-02,Total,1572,70
2022-03-03,0 to 9,112,0
2022-03-03,10 to 19,88,1
2022-03-03,20 to 29,265,4
2022-03-03,30 to 39,306,12
2022-03-03,40 to 49,226,13
2022-03-03,50 to 59,252,21
2022-03-03,60 to 69,166,13
2022-03-03,70 to 79,129,4
2022-03-03,80 to 89,90,2
2022-03-03,90+,37,0
2022-03-03,Total,1671,70
2022-03-04,0 to 9,116,0
2022-03-04,10 to 19,92,1
2022-03-04,20 to 29,280,4
2022-03-04,30 to 39,321,12
2022-03-04,40 to 49,235,13
2022-03-04,50 to 59,269,21
2022-03-04,60 to 69,179,13
2022-03-04,70 to 79,149,4
2022-03-04,80 to 89,103,2
2022-03-04,90+,39,0
2022-03-04,Total,1783,70
2022-03-05,0 to 9,123,0
2022-03-05,10 to 19,98,1
2022-03-05,20 to 29,289,4
2022-03-05,30 to 39,332,12
2022-03-05,40 to 49,244,13
2022-03-05,50 to 59,277,21
2022-03-05,60 to 69,188,13
2022-03-05,70 to 79,162,4
2022-03-05,80 to 89,114,2
2022-03-05,90+,45,0
2022-03-05,Total,1872,70
2022-03-06,0 to 9,136,0
2022-03-06,10 to 19,103,1
2022-03-06,20 to 29,296,4
2022-03-06,30 to 39,337,13
2022-03-06,40 to 49,252,13
2022-03-06,50 to 59,290,21
2022-03-06,60 to 69,195,13
2022-03-06,70 to 79,176,4
2022-03-06,80 to 89,125,2
2022-03-06,90+,50,0
2022-03-06,Total,1960,71
2022-03-07,0 to 9,139,0
2022-03-07,10 to 19,105,1
2022-03-07,20 to 29,305,4
2022-03-07,30 to 39,345,13
2022-03-07,40 to 49,265,13
2022-03-07,50 to 59,299,21
2022-03-07,60 to 69,209,13
2022-03-07,70 to 79,188,4
2022-03-07,80 to 89,130,2
2022-03-07,90+,53,0
2022-03-07,Total,2038,71
2022-03-08,0 to 9,145,0
2022-03-08,10 to 19,110,1
2022-03-08,20 to 29,325,4
2022-03-08,30 to 39,360,13
2022-03-08,40 to 49,270,13
2022-03-08,50 to 59,316,21
2022-03-08,60 to 69,228,13
2022-03-08,70 to 79,203,4
2022-03-08,80 to 89,147,2
2022-03-08,90+,56,0
2022-03-08,Total,2160,71
2022-03-10,0 to 9,167,0
2022-03-10,10 to 19,120,1
2022-03-10,20 to 29,373,4
2022-03-10,30 to 39,389,13
2022-03-10,40 to 49,291,13
2022-03-10,50 to 59,349,21
2022-03-10,60 to 69,262,13
2022-03-10,70 to 79,236,5
2022-03-10,80 to 89,176,2
2022-03-10,90+,64,0
2022-03-10,Total,2427,72
2022-03-11,0 to 9,182,0
2022-03-11,10 to 19,127,1
2022-03-11,20 to 29,392,4
2022-03-11,30 to 39,407,13
2022-03-11,40 to 49,305,13
2022-03-11,50 to 59,365,21
2022-03-11,60 to 69,283,15
2022-03-11,70 to 79,255,5
2022-03-11,80 to 89,200,2
2022-03-11,90+,73,0
2022-03-11,Total,2589,74
2022-03-12,0 to 9,188,0
2022-03-12,10 to 19,132,1
2022-03-12,20 to 29,410,5
2022-03-12,30 to 39,420,13
2022-03-12,40 to 49,318,13
2022-03-12,50 to 59,381,21
2022-03-12,60 to 69,297,15
2022-03-12,70 to 79,276,5
2022-03-12,80 to 89,210,2
2022-03-12,90+,75,0
2022-03-12,Total,2707,75
2022-03-13,0 to 9,190,0
2022-03-13,10 to 19,138,1
2022-03-13,20 to 29,413,5
2022-03-13,30 to 39,428,14
2022-03-13,40 to 49,324,13
2022-03-13,50 to 59,386,21
2022-03-13,60 to 69,307,15
2022-03-13,70 to 79,281,5
2022-03-13,80 to 89,213,2
2022-03-13,90+,77,0
2022-03-13,Total,2757,76
2022-03-14,0 to 9,206,0
2022-03-14,10 to 19,139,1
2022-03-14,20 to 29,429,5
2022-03-14,30 to 39,449,14
2022-03-14,40 to 49,335,14
2022-03-14,50 to 59,403,21
2022-03-14,60 to 69,324,16
2022-03-14,70 to 79,306,5
2022-03-14,80 to 89,228,2
2022-03-14,90+,85,0
2022-03-14,Total,2904,78
2022-03-16,0 to 9,230,0
2022-03-16,10 to 19,151,1
2022-03-16,20 to 29,468,5
2022-03-16,30 to 39,488,14
2022-03-16,40 to 49,366,15
2022-03-16,50 to 59,435,22
2022-03-16,60 to 69,357,16
2022-03-16,70 to 79,344,5
2022-03-16,80 to 89,256,2
2022-03-16,90+,99,0
2022-03-16,Total,3194,80
2022-03-17,0 to 9,234,0
2022-03-17,10 to 19,160,1
2022-03-17,20 to 29,480,5
2022-03-17,30 to 39,502,14
2022-03-17,40 to 49,376,15
2022-03-17,50 to 59,448,22
2022-03-17,60 to 69,369,16
2022-03-17,70 to 79,353,5
2022-03-17,80 to 89,262,2
2022-03-17,90+,100,0
2022-03-17,Total,3284,80
2022-03-18,0 to 9,251,0
2022-03-18,10 to 19,170,1
2022-03-18,20 to 29,510,5
2022-03-18,30 to 39,524,15
2022-03-18,40 to 49,395,16
2022-03-18,50 to 59,460,22
2022-03-18,60 to 69,399,18
2022-03-18,70 to 79,377,6
2022-03-18,80 to 89,277,2
2022-03-18,90+,108,0
2022-03-18,Total,3471,85
2022-03-19,0 to 9,253,0
2022-03-19,10 to 19,173,1
2022-03-19,20 to 29,524,5
2022-03-19,30 to 39,543,15
2022-03-19,40 to 49,405,16
2022-03-19,50 to 59,480,22
2022-03-19,60 to 69,410,18
2022-03-19,70 to 79,390,6
2022-03-19,80 to 89,287,1
2022-03-19,90+,110,0
2022-03-19,Total,3575,84
2022-03-20,0 to 9,261,1
2022-03-20,10 to 19,175,1
2022-03-20,20 to 29,530,5
2022-03-20,30 to 39,556,16
2022-03-20,40 to 49,408,16
2022-03-20,50 to 59,493,22
2022-03-20,60 to 69,416,20
2022-03-20,70 to 79,404,8
2022-03-20,80 to 89,300,1
2022-03-20,90+,112,0
2022-03-20,Total,3655,90
2022-03-21,0 to 9,278,1
2022-03-21,10 to 19,182,1
2022-03-21,20 to 29,551,5
2022-03-21,30 to 39,578,16
2022-03-21,40 to 49,418,16
2022-03-21,50 to 59,509,22
2022-03-21,60 to 69,442,20
2022-03-21,70 to 79,424,8
2022-03-21,80 to 89,316,1
2022-03-21,90+,115,0
2022-03-21,Total,3813,90
2022-03-22,0 to 9,292,1
2022-03-22,10 to 19,190,1
2022-03-22,20 to 29,576,5
2022-03-22,30 to 39,605,16
2022-03-22,40 to 49,433,16
2022-03-22,50 to 59,531,22
2022-03-22,60 to 69,466,20
2022-03-22,70 to 79,445,9
2022-03-22,80 to 89,334,1
2022-03-22,90+,123,0
2022-03-22,Total,3995,91
2022-03-23,0 to 9,310,1
2022-03-23,10 to 19,204,1
2022-03-23,20 to 29,610,5
2022-03-23,30 to 39,646,16
2022-03-23,40 to 49,452,16
2022-03-23,50 to 59,548,24
2022-03-23,60 to 69,486,20
2022-03-23,70 to 79,473,9
2022-03-23,80 to 89,343,1
2022-03-23,90+,129,0
2022-03-23,Total,4201,93
2022-03-24,0 to 9,330,1
2022-03-24,10 to 19,210,1
2022-03-24,20 to 29,635,5
2022-03-24,30 to 39,679,16
2022-03-24,40 to 49,468,16
2022-03-24,50 to 59,567,25
2022-03-24,60 to 69,513,21
2022-03-24,70 to 79,493,10
2022-03-24,80 to 89,361,2
2022-03-24,90+,131,0
2022-03-24,Total,4387,97
2022-03-25,0 to 9,343,1
2022-03-25,10 to 19,217,1
2022-03-25,20 to 29,663,5
2022-03-25,30 to 39,699,16
2022-03-25,40 to 49,483,17
2022-03-25,50 to 59,582,25
2022-03-25,60 to 69,530,21
2022-03-25,70 to 79,511,10
2022-03-25,80 to 89,370,2
2022-03-25,90+,135,0
2022-03-25,Total,4533,98
2022-03-26,0 to 9,347,1
2022-03-26,10 to 19,225,1
2022-03-26,20 to 29,672,5
2022-03-26,30 to 39,708,16
2022-03-26,40 to 49,491,17
2022-03-26,50 to 59,592,25
2022-03-26,60 to 69,539,21
2022-03-26,70 to 79,524,10
2022-03-26,80 to 89,378,2
2022-03-26,90+,137,0
2022-03-26,Total,4613,98
2022-03-27,0 to 9,354,1
2022-03-27,10 to 19,231,1
2022-03-27,20 to 29,689,5
2022-03-27,30 to 39,721,16
2022-03-27,40 to 49,502,17
2022-03-27,50 to 59,606,26
2022-03-27,60 to 69,550,21
2022-03-27,70 to 79,535,10
2022-03-27,80 to 89,386,2
2022-03-27,90+,140,0
2022-03-27,Total,4714,99
2022-03-28,0 to 9,361,1
2022-03-28,10 to 19,240,1
2022-03-28,20 to 29,709,6
2022-03-28,30 to 39,742,16
2022-03-28,40 to 49,512,18
2022-03-28,50 to 59,616,26
2022-03-28,60 to 69,558,22
2022-03-28,70 to 79,550,10
2022-03-28,80 to 89,395,2
2022-03-28,90+,143,0
2022-03-28,Total,4826,102
2022-03-29,0 to 9,366,1
2022-03-29,10 to 19,246,1
2022-03-29,20 to 29,725,6
2022-03-29,30 to 39,759,16
2022-03-29,40 to 49,524,18
2022-03-29,50 to 59,635,29
2022-03-29,60 to 69,572,24
2022-03-29,70 to 79,564,10
2022-03-29,80 to 89,415,2
2022-03-29,90+,147,0
2022-03-29,Total,4953,107
2022-03-30,0 to 9,372,1
2022-03-30,10 to 19,254,1
2022-03-30,20 to 29,755,6
2022-03-30,30 to 39,786,16
2022-03-30,40 to 49,534,18
2022-03-30,50 to 59,657,30
2022-03-30,60 to 69,590,26
2022-03-30,70 to 79,580,10
2022-03-30,80 to 89,422,2
2022-03-30,90+,148,0
2022-03-30,Total,5098,110
2022-03-31,0 to 9,384,1
2022-03-31,10 to 19,258,1
2022-03-31,20 to 29,765,6
2022-03-31,30 to 39,803,16
2022-03-31,40 to 49,555,18
2022-03-31,50 to 59,673,33
2022-03-31,60 to 69,604,28
2022-03-31,70 to 79,591,10
2022-03-31,80 to 89,429,2
2022-03-31,90+,150,0
2022-03-31,Total,5212,115
2022-04-02,0 to 9,407,2
2022-04-02,10 to 19,274,2
2022-04-02,20 to 29,796,6
2022-04-02,30 to 39,833,17
2022-04-02,40 to 49,576,18
2022-04-02,50 to 59,707,34
2022-04-02,60 to 69,629,28
2022-04-02,70 to 79,619,11
2022-04-02,80 to 89,457,2
2022-04-02,90+,157,0
2022-04-02,Total,5455,120
2022-04-03,0 to 9,409,2
2022-04-03,10 to 19,280,2
2022-04-03,20 to 29,810,6
2022-04-03,30 to 39,840,17
2022-04-03,40 to 49,583,18
2022-04-03,50 to 59,721,35
2022-04-03,60 to 69,631,28
2022-04-03,70 to 79,623,12
2022-04-03,80 to 89,462,2
2022-04-03,90+,160,0
2022-04-03,Total,5519,122
2022-04-04,0 to 9,416,2
2022-04-04,10 to 19,284,2
2022-04-04,20 to 29,824,5
2022-04-04,30 to 39,848,17
2022-04-04,40 to 49,587,18
2022-04-04,50 to 59,718,35
2022-04-04,60 to 69,637,28
2022-04-04,70 to 79,628,13
2022-04-04,80 to 89,477,2
2022-04-04,90+,164,0
2022-04-04,Total,5583,122
2022-04-05,0 to 9,433,2
2022-04-05,10 to 19,295,2
2022-04-05,20 to 29,849,5
